dataset,filename,good_matches,total_matches,coverage,quality_score,reason,before_path,after_path
validation,3FO4INS9LGMX_237_empty_1.jpg,10,98,0.14338964961707745,0.45754223721280807,Prea puține matches (10 < 20) | Distribuție slabă (14.34%),/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4INS9LGMX_237_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4INS9LGMX_237_empty_1.jpg
test,3FO4II9IHTSJ_530_empty_1.jpg,10,73,0.14400598753114124,0.4580044906483559,Prea puține matches (10 < 20) | Distribuție slabă (14.40%),/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4II9IHTSJ_530_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4II9IHTSJ_530_empty_1.jpg
train,3FO4IMSLPDL0_731087_empty_1.jpg,11,32,0.09858278485015148,0.4589370886376136,Prea puține matches (11 < 20) | Distribuție slabă (9.86%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMSLPDL0_731087_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMSLPDL0_731087_empty_1.jpg
validation,3FO4IO8KARNC_8890_empty_1.jpg,8,86,0.24021433934383118,0.46016075450787336,Prea puține matches (8 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IO8KARNC_8890_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IO8KARNC_8890_empty_1.jpg
train,3FO4IDI9FO3C_382_empty_1.jpg,9,58,0.1965093950279062,0.46238204627092966,Prea puține matches (9 < 20) | Distribuție slabă (19.65%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IDI9FO3C_382_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IDI9FO3C_382_empty_1.jpg
train,3FO4IMMEF23G_419982_empty_1.jpg,12,12,0.057373046875,0.46302978515625,Prea puține matches (12 < 20) | Distribuție slabă (5.74%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMMEF23G_419982_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMMEF23G_419982_empty_1.jpg
validation,3FO4IP5GCC6K_161_empty_1.jpg,9,59,0.199951171875,0.46496337890625,Prea puține matches (9 < 20) | Distribuție slabă (20.00%),/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IP5GCC6K_161_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IP5GCC6K_161_empty_1.jpg
test,3FO4II2XRCUU_373759_empty_1.jpg,8,47,0.24832217309519589,0.4662416298213969,Prea puține matches (8 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4II2XRCUU_373759_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4II2XRCUU_373759_empty_1.jpg
train,3FO4IMPKI69A_494_empty_1.jpg,10,83,0.15499450982497898,0.4662458823687342,Prea puține matches (10 < 20) | Distribuție slabă (15.50%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMPKI69A_494_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMPKI69A_494_empty_1.jpg
train,3FO4IPEJXARI_935_empty_1.jpg,9,87,0.20324795784205207,0.46743596838153906,Prea puține matches (9 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IPEJXARI_935_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IPEJXARI_935_empty_1.jpg
train,3FO4IL6HSL8D_442_empty_1.jpg,12,21,0.06416718686073963,0.4681253901455547,Prea puține matches (12 < 20) | Distribuție slabă (6.42%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IL6HSL8D_442_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IL6HSL8D_442_empty_1.jpg
train,3FO4IQH8UNUE_735_empty_1.jpg,7,76,0.29847953685745665,0.4688596526430925,Prea puține matches (7 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQH8UNUE_735_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQH8UNUE_735_empty_1.jpg
train,3FO4IJA1DQHG_410_empty_1.jpg,9,47,0.21029624961376125,0.47272218721032094,Prea puține matches (9 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJA1DQHG_410_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJA1DQHG_410_empty_1.jpg
validation,3FO4IINAIHH3_228_empty_1.jpg,10,54,0.16542247259281595,0.47406685444461194,Prea puține matches (10 < 20) | Distribuție slabă (16.54%),/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IINAIHH3_228_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IINAIHH3_228_empty_1.jpg
train,3FO4IN5K7DWI_575967_empty_1.jpg,11,97,0.12447431590299729,0.478355736927248,Prea puține matches (11 < 20) | Distribuție slabă (12.45%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IN5K7DWI_575967_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IN5K7DWI_575967_empty_1.jpg
validation,3FO4IO9QOJGM_997198_empty_1.jpg,6,65,0.36054689483717084,0.4804101711278781,Prea puține matches (6 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IO9QOJGM_997198_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IO9QOJGM_997198_empty_1.jpg
train,3FO4IO3YR2TX_173517354035372_empty_1.jpg,10,102,0.17683523566182835,0.48262642674637124,Prea puține matches (10 < 20) | Distribuție slabă (17.68%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO3YR2TX_173517354035372_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO3YR2TX_173517354035372_empty_1.jpg
train,3FO4IO447LCG_170_empty_1.jpg,10,60,0.17818359285593033,0.4836376946419477,Prea puține matches (10 < 20) | Distribuție slabă (17.82%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO447LCG_170_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO447LCG_170_empty_1.jpg
validation,3FO4IOF7C3C7_120098_empty_1.jpg,10,127,0.1782871187896884,0.48371533909226627,Prea puține matches (10 < 20) | Distribuție slabă (17.83%),/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IOF7C3C7_120098_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IOF7C3C7_120098_empty_1.jpg
train,3FO4IPFVKKRO_835207_empty_1.jpg,12,122,0.08574612205848098,0.4843095915438607,Prea puține matches (12 < 20) | Distribuție slabă (8.57%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IPFVKKRO_835207_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IPFVKKRO_835207_empty_1.jpg
test,3FO4IPBL5TA5_653_empty_1.jpg,10,92,0.1795271610461171,0.4846453707845878,Prea puține matches (10 < 20) | Distribuție slabă (17.95%),/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IPBL5TA5_653_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IPBL5TA5_653_empty_1.jpg
train,3FO4IN1CHECB_833651_empty_1.jpg,8,70,0.27403084855936477,0.48552313641952355,Prea puține matches (8 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IN1CHECB_833651_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IN1CHECB_833651_empty_1.jpg
validation,3FO4IGIJHFMP_50880_empty_1.jpg,11,46,0.13643666928260068,0.4873275019619505,Prea puține matches (11 < 20) | Distribuție slabă (13.64%),/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IGIJHFMP_50880_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IGIJHFMP_50880_empty_1.jpg
train,3FO4IMY7WP7T_504718_empty_1.jpg,8,106,0.28002500371076167,0.4900187527830712,Prea puține matches (8 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMY7WP7T_504718_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMY7WP7T_504718_empty_1.jpg
validation,3FO4IG2S75J1_141_empty_1.jpg,8,75,0.28051269450224936,0.490384520876687,Prea puține matches (8 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IG2S75J1_141_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IG2S75J1_141_empty_1.jpg
train,3FO4IMP6G304_40773_empty_1.jpg,10,74,0.1887357379309833,0.49155180344823746,Prea puține matches (10 < 20) | Distribuție slabă (18.87%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMP6G304_40773_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMP6G304_40773_empty_1.jpg
train,3FO4IN3QBIKT_14769_empty_1.jpg,12,97,0.09740008005414058,0.4930500600406054,Prea puține matches (12 < 20) | Distribuție slabă (9.74%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IN3QBIKT_14769_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IN3QBIKT_14769_empty_1.jpg
train,3FO4IQBRTU7U_1205_empty_1.jpg,11,35,0.14507638654373523,0.4938072899078014,Prea puține matches (11 < 20) | Distribuție slabă (14.51%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQBRTU7U_1205_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQBRTU7U_1205_empty_1.jpg
train,3FO4IIU6AB8B_3251_empty_1.jpg,11,28,0.14797524810954066,0.4959814360821555,Prea puține matches (11 < 20) | Distribuție slabă (14.80%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIU6AB8B_3251_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIU6AB8B_3251_empty_1.jpg
validation,3FO4IQBRTU7U_11235_empty_1.jpg,10,64,0.1953808485995978,0.49653563644969834,Prea puține matches (10 < 20) | Distribuție slabă (19.54%),/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IQBRTU7U_11235_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IQBRTU7U_11235_empty_1.jpg
train,3FO4IO3YR2TX_173517354032838_empty_1.jpg,11,41,0.15204492728784658,0.49903369546588494,Prea puține matches (11 < 20) | Distribuție slabă (15.20%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO3YR2TX_173517354032838_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO3YR2TX_173517354032838_empty_1.jpg
train,3FO4INDLJ1CD_131_empty_1.jpg,10,30,0.2024346675480473,0.5018260006610354,Prea puține matches (10 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4INDLJ1CD_131_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4INDLJ1CD_131_empty_1.jpg
train,3FO4IMSLQSQF_445021_empty_1.jpg,10,48,0.20265272041784144,0.501989540313381,Prea puține matches (10 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMSLQSQF_445021_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMSLQSQF_445021_empty_1.jpg
validation,3FO4IN23EE6K_617119_empty_1.jpg,12,100,0.10959786731474708,0.5021984004860602,Prea puține matches (12 < 20) | Distribuție slabă (10.96%),/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IN23EE6K_617119_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IN23EE6K_617119_empty_1.jpg
train,3FO4IMXB17OW_161_empty_1.jpg,12,92,0.11085294129475898,0.5031397059710692,Prea puține matches (12 < 20) | Distribuție slabă (11.09%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMXB17OW_161_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMXB17OW_161_empty_1.jpg
train,3FO4IMSLQSQF_445019_empty_1.jpg,11,52,0.1666406316217035,0.5099804737162776,Prea puține matches (11 < 20) | Distribuție slabă (16.66%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMSLQSQF_445019_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMSLQSQF_445019_empty_1.jpg
train,3FO4IMWOXYKF_366627_empty_1.jpg,10,133,0.2166000050934258,0.5124500038200693,Prea puține matches (10 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMWOXYKF_366627_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMWOXYKF_366627_empty_1.jpg
train,3FO4IO40DGTC_170_empty_1.jpg,11,17,0.17396323159024263,0.515472423692682,Prea puține matches (11 < 20) | Distribuție slabă (17.40%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO40DGTC_170_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO40DGTC_170_empty_1.jpg
train,3FO4IOF7021L_584901_empty_1.jpg,9,95,0.26769727594032666,0.5157729569552449,Prea puține matches (9 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOF7021L_584901_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOF7021L_584901_empty_1.jpg
train,3FO4IQ3ROUMG_945912_empty_1.jpg,12,64,0.12790344541892296,0.5159275840641921,Prea puține matches (12 < 20) | Distribuție slabă (12.79%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQ3ROUMG_945912_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQ3ROUMG_945912_empty_1.jpg
train,3FO4IJ5KNN9H_2960_empty_1.jpg,12,43,0.13596764483649793,0.5219757336273734,Prea puține matches (12 < 20) | Distribuție slabă (13.60%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJ5KNN9H_2960_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJ5KNN9H_2960_empty_1.jpg
validation,3FO4IOC5FID7_8611_empty_1.jpg,8,60,0.32470703125,0.5235302734375,Prea puține matches (8 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IOC5FID7_8611_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IOC5FID7_8611_empty_1.jpg
train,3FO4IOD1GPX2_835207_empty_1.jpg,13,138,0.09552817079767095,0.5266461280982532,Prea puține matches (13 < 20) | Distribuție slabă (9.55%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOD1GPX2_835207_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOD1GPX2_835207_empty_1.jpg
train,3FO4IEMODOYX_413_empty_1.jpg,13,128,0.0971848160714952,0.5278886120536214,Prea puține matches (13 < 20) | Distribuție slabă (9.72%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IEMODOYX_413_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IEMODOYX_413_empty_1.jpg
train,3FO4IEBKLDUD_947_empty_1.jpg,11,30,0.19128662956412867,0.5284649721730965,Prea puține matches (11 < 20) | Distribuție slabă (19.13%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IEBKLDUD_947_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IEBKLDUD_947_empty_1.jpg
train,3FO4IGOP23W4_719798_empty_1.jpg,10,51,0.23862484662160455,0.5289686349662034,Prea puține matches (10 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IGOP23W4_719798_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IGOP23W4_719798_empty_1.jpg
train,3FO4II2X5NUD_2254_empty_1.jpg,9,19,0.29366970183886565,0.5352522763791492,Prea puține matches (9 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4II2X5NUD_2254_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4II2X5NUD_2254_empty_1.jpg
train,3FO4IIIL853B_329_empty_1.jpg,11,123,0.20084107700502507,0.5356308077537688,Prea puține matches (11 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIIL853B_329_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIIL853B_329_empty_1.jpg
validation,3FO4IEP1L9RJ_953632_empty_1.jpg,12,46,0.1572224030555227,0.5379168022916421,Prea puține matches (12 < 20) | Distribuție slabă (15.72%),/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IEP1L9RJ_953632_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IEP1L9RJ_953632_empty_1.jpg
train,3FO4IL6W0U23_574_empty_1.jpg,8,71,0.34625244140625,0.5396893310546875,Prea puține matches (8 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IL6W0U23_574_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IL6W0U23_574_empty_1.jpg
validation,3FO4IDI9FO3C_3816_empty_1.jpg,14,32,0.0666759638971115,0.5400069729228336,Prea puține matches (14 < 20) | Distribuție slabă (6.67%),/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IDI9FO3C_3816_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IDI9FO3C_3816_empty_1.jpg
train,3FO4IO3M8NPT_1834_empty_1.jpg,10,26,0.25401915004476905,0.5405143625335768,Prea puține matches (10 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO3M8NPT_1834_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO3M8NPT_1834_empty_1.jpg
train,3FO4IELTTJPN_628_empty_1.jpg,13,68,0.11576252011582255,0.5418218900868669,Prea puține matches (13 < 20) | Distribuție slabă (11.58%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IELTTJPN_628_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IELTTJPN_628_empty_1.jpg
validation,3FO4IIQQH2D8_141_empty_1.jpg,14,123,0.07104375883117342,0.5432828191233801,Prea puține matches (14 < 20) | Distribuție slabă (7.10%),/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IIQQH2D8_141_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IIQQH2D8_141_empty_1.jpg
test,3FO4IFXP4DIC_260_empty_1.jpg,12,80,0.16723668319173157,0.5454275123937986,Prea puține matches (12 < 20) | Distribuție slabă (16.72%),/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IFXP4DIC_260_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IFXP4DIC_260_empty_1.jpg
validation,3FO4IL83GSR1_6640_empty_1.jpg,14,89,0.07436709100019279,0.5457753182501446,Prea puține matches (14 < 20) | Distribuție slabă (7.44%),/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IL83GSR1_6640_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IL83GSR1_6640_empty_1.jpg
validation,3FO4II2XRCUU_373758_empty_1.jpg,14,120,0.0745312749221938,0.5458984561916453,Prea puține matches (14 < 20) | Distribuție slabă (7.45%),/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4II2XRCUU_373758_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4II2XRCUU_373758_empty_1.jpg
test,3FO4IMGSX4V8_930570_empty_1.jpg,13,78,0.12344591325838161,0.5475844349437862,Prea puține matches (13 < 20) | Distribuție slabă (12.34%),/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IMGSX4V8_930570_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IMGSX4V8_930570_empty_1.jpg
train,3FO4IOC0ITRU_735_empty_1.jpg,11,18,0.22483826080486224,0.5536286956036467,Prea puține matches (11 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOC0ITRU_735_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOC0ITRU_735_empty_1.jpg
train,3FO4IQA9F9IP_3026942_empty_1.jpg,13,123,0.1315620668751123,0.5536715501563342,Prea puține matches (13 < 20) | Distribuție slabă (13.16%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQA9F9IP_3026942_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQA9F9IP_3026942_empty_1.jpg
train,3FO4IN23EE6K_3987_empty_1.jpg,15,72,0.039673999489209244,0.5547554996169068,Prea puține matches (15 < 20) | Distribuție slabă (3.97%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IN23EE6K_3987_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IN23EE6K_3987_empty_1.jpg
train,3FO4IFC6HXMV_171769_empty_1.jpg,12,137,0.18217926565557718,0.5566344492416828,Prea puține matches (12 < 20) | Distribuție slabă (18.22%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IFC6HXMV_171769_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IFC6HXMV_171769_empty_1.jpg
train,3FO4II7SBF5K_1752_empty_1.jpg,11,90,0.2308642752468586,0.558148206435144,Prea puține matches (11 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4II7SBF5K_1752_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4II7SBF5K_1752_empty_1.jpg
train,3FO4IQCKMXUV_251_empty_1.jpg,10,114,0.2807324438868086,0.5605493329151064,Prea puține matches (10 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQCKMXUV_251_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQCKMXUV_251_empty_1.jpg
train,3FO4IO3X58CX_291_empty_1.jpg,12,90,0.18795339535521371,0.5609650465164102,Prea puține matches (12 < 20) | Distribuție slabă (18.80%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO3X58CX_291_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO3X58CX_291_empty_1.jpg
train,3FO4IOW77U84_170_empty_1.jpg,13,59,0.14389894517138657,0.5629242088785399,Prea puține matches (13 < 20) | Distribuție slabă (14.39%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOW77U84_170_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOW77U84_170_empty_1.jpg
train,3FO4IJWBOUUG_1073100_empty_1.jpg,14,48,0.10056554636592052,0.5654241597744403,Prea puține matches (14 < 20) | Distribuție slabă (10.06%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJWBOUUG_1073100_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJWBOUUG_1073100_empty_1.jpg
test,3FO4IINAIHH3_375_empty_1.jpg,15,101,0.054369728971437326,0.5657772967285779,Prea puține matches (15 < 20) | Distribuție slabă (5.44%),/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IINAIHH3_375_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IINAIHH3_375_empty_1.jpg
test,3FO4IIQBDK66_1081_empty_1.jpg,14,130,0.10431917442474514,0.5682393808185588,Prea puține matches (14 < 20) | Distribuție slabă (10.43%),/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IIQBDK66_1081_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IIQBDK66_1081_empty_1.jpg
train,3FO4IQDJNEDW_1639_empty_1.jpg,10,94,0.29126223303377685,0.5684466747753326,Prea puține matches (10 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQDJNEDW_1639_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQDJNEDW_1639_empty_1.jpg
train,3FO4IM906RTP_858127_empty_1.jpg,11,48,0.24532849655952305,0.5689963724196423,Prea puține matches (11 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IM906RTP_858127_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IM906RTP_858127_empty_1.jpg
train,3FO4IF5D62F2_819458_empty_1.jpg,12,88,0.20044336770661175,0.5703325257799587,Prea puține matches (12 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IF5D62F2_819458_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IF5D62F2_819458_empty_1.jpg
train,3FO4IPNNNX7U_1261_empty_1.jpg,15,85,0.06299472120580685,0.572246040904355,Prea puține matches (15 < 20) | Distribuție slabă (6.30%),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IPNNNX7U_1261_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IPNNNX7U_1261_empty_1.jpg
train,3FO4IO4YBSRQ_864266_empty_1.jpg,12,85,0.2030273638665676,0.5722705228999256,Prea puține matches (12 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO4YBSRQ_864266_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO4YBSRQ_864266_empty_1.jpg
test,3FO4IMRS407I_735_empty_1.jpg,10,18,0.300445556640625,0.5753341674804687,Prea puține matches (10 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IMRS407I_735_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IMRS407I_735_empty_1.jpg
train,3FO4IMRS407I_436_empty_1.jpg,10,21,0.3024058671914034,0.5768044003935525,Prea puține matches (10 < 20),/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMRS407I_436_empty_1.jpg,/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMRS407I_436_empty_1.jpg
